strategy,replicate,mean_concept_interest,mean_error,likely_to_try_share,likely_to_try_error_pp,mean_digital_engagement,digital_engagement_error
Simple random,48,4.7975,-0.03736999999999924,0.13625,0.37700000000000233,62.6065,-0.3622880000000137
Simple random,49,4.865375,0.03050500000000067,0.14875,1.6270000000000007,62.94,-0.028788000000012914
Simple random,50,4.826499999999999,-0.00837000000000021,0.11375,-1.8729999999999982,62.0995,-0.8692880000000116
Simple random,51,4.8069999999999995,-0.02787000000000006,0.11875,-1.3729999999999993,64.03075,1.061961999999987
Simple random,52,4.807375,-0.02749499999999916,0.13125,-0.12299999999999811,62.273250000000004,-0.6955380000000062
Simple random,53,4.8389999999999995,0.004129999999999967,0.13625,0.37700000000000233,63.681374999999996,0.712586999999985
Simple random,54,4.727875,-0.10699499999999951,0.12375,-0.8729999999999988,62.9125,-0.05628800000000922
Simple random,55,4.864875,0.03000500000000006,0.11875,-1.3729999999999993,63.420625,0.4518369999999905
Simple random,56,4.82125,-0.013619999999999521,0.1325,0.002000000000002,62.473625,-0.49516300000001223
Simple random,57,4.760375,-0.07449499999999976,0.12875,-0.37299999999999833,62.14150000000001,-0.8272880000000029
Simple random,58,4.719125,-0.11574499999999954,0.12625,-0.6229999999999986,62.07325,-0.895538000000009
Simple random,59,4.76875,-0.06611999999999973,0.13875,0.6270000000000026,62.433,-0.5357880000000108
Simple random,60,4.87225,0.037380000000000635,0.11875,-1.3729999999999993,62.20225000000001,-0.7665380000000042
Simple random,61,4.863,0.028130000000000877,0.1375,0.5020000000000024,64.175,1.2062119999999865
Simple random,62,4.8275,-0.007369999999999877,0.14375,1.1270000000000002,62.818875,-0.14991300000001218
Simple random,63,4.9285000000000005,0.09363000000000099,0.14125,0.877,63.898875000000004,0.9300869999999932
Simple random,64,4.748625,-0.0862449999999999,0.1125,-1.9979999999999984,62.22299999999999,-0.7457880000000188
Simple random,65,4.891,0.05613000000000046,0.1425,1.0020000000000002,64.153375,1.1845869999999863
Simple random,66,4.8945,0.059630000000000294,0.14625,1.3770000000000004,63.50837500000001,0.5395869999999974
Simple random,67,4.88,0.045130000000000337,0.15,1.7520000000000007,62.990875,0.022086999999991974
Simple random,68,4.877875,0.04300500000000085,0.1475,1.5020000000000007,63.36024999999999,0.3914619999999829
Simple random,69,4.781000000000001,-0.053869999999998974,0.115,-1.7479999999999982,62.86875,-0.10003800000001206
Simple random,70,4.794874999999999,-0.039995000000000225,0.11875,-1.3729999999999993,62.900875,-0.06791300000001144
Simple random,71,4.81175,-0.023119999999999585,0.14,0.7520000000000027,62.754625,-0.21416300000001343
Simple random,72,4.982875,0.1480050000000004,0.15,1.7520000000000007,62.653875000000006,-0.3149130000000042
Simple random,73,4.9079999999999995,0.07312999999999992,0.14,0.7520000000000027,63.26237500000001,0.29358700000000226
Simple random,74,4.8095,-0.02536999999999967,0.12875,-0.37299999999999833,62.142875000000004,-0.825913000000007
Simple random,75,4.77075,-0.06411999999999995,0.12875,-0.37299999999999833,61.965375,-1.003413000000009
Simple random,76,4.82875,-0.006119999999999237,0.1325,0.002000000000002,62.89125,-0.07753800000001121
Simple random,77,4.8607499999999995,0.025879999999999903,0.15375,2.127000000000001,63.044500000000006,0.07571199999999578
Simple random,78,4.788,-0.0468699999999993,0.1175,-1.4979999999999993,62.134875,-0.8339130000000097
Simple random,79,4.9113750000000005,0.07650500000000093,0.1325,0.002000000000002,63.37637500000001,0.4075869999999995
Simple random,80,4.711125,-0.12374499999999955,0.11125,-2.1229999999999984,62.465625,-0.5031630000000078
Simple random,81,4.8225,-0.01236999999999977,0.14125,0.877,63.0335,0.06471199999998589
Simple random,82,4.808125,-0.02674499999999913,0.1325,0.002000000000002,64.138875,1.170086999999988
Simple random,83,4.821375,-0.013494999999999813,0.12375,-0.8729999999999988,63.032624999999996,0.06383699999998527
Simple random,84,4.7725,-0.06236999999999959,0.12625,-0.6229999999999986,62.828875,-0.13991300000001416
Simple random,85,4.7521249999999995,-0.08274500000000007,0.115,-1.7479999999999982,62.00125,-0.9675380000000118
Simple random,86,4.8765,0.0416300000000005,0.1475,1.5020000000000007,62.484750000000005,-0.4840380000000053
Simple random,87,4.81775,-0.017119999999999358,0.11875,-1.3729999999999993,62.056000000000004,-0.9127880000000062
Simple random,88,4.7895,-0.045369999999999244,0.11875,-1.3729999999999993,63.172875,0.20408699999998703
Simple random,89,4.8298749999999995,-0.004995000000000083,0.1325,0.002000000000002,63.07325,0.10446199999999095
Simple random,90,4.850625,0.015755000000000408,0.1225,-0.9979999999999989,62.453125,-0.5156630000000106
Simple random,91,4.811625,-0.023244999999999294,0.135,0.2520000000000022,62.060875,-0.9079130000000077
Simple random,92,4.896125,0.06125500000000006,0.14625,1.3770000000000004,63.591499999999996,0.6227119999999857
Simple random,93,4.8416250000000005,0.006755000000000955,0.13125,-0.12299999999999811,63.23487500000001,0.26608699999999885
Simple random,94,4.873875,0.0390050000000004,0.14625,1.3770000000000004,63.113,0.1442119999999889
Simple random,95,4.92425,0.08938000000000024,0.1275,-0.49799999999999844,62.8075,-0.1612880000000132
Simple random,96,4.932375,0.09750500000000084,0.14875,1.6270000000000007,63.576750000000004,0.6079619999999935
Simple random,97,4.789375,-0.04549499999999984,0.115,-1.7479999999999982,62.624375,-0.34441300000001007
Simple random,98,4.934375,0.09950500000000062,0.1525,2.002000000000001,63.46212500000001,0.4933369999999968
Simple random,99,4.762375,-0.07249499999999998,0.1275,-0.49799999999999844,61.665,-1.3037880000000115
Simple random,100,4.759375,-0.0754949999999992,0.1175,-1.4979999999999993,62.013125,-0.9556630000000084
Simple random,101,4.838625,0.003755000000000841,0.13,-0.24799999999999822,63.194250000000004,0.22546199999999317
Simple random,102,4.854375,0.01950500000000055,0.13125,-0.12299999999999811,62.881375,-0.08741300000001218
Simple random,103,4.716125,-0.11874499999999966,0.115,-1.7479999999999982,62.88675,-0.08203800000001138
Simple random,104,4.8275,-0.007369999999999877,0.1425,1.0020000000000002,62.671875,-0.29691300000001064
Simple random,105,4.897875,0.06300500000000042,0.125,-0.7479999999999987,63.170625,0.2018369999999905
Simple random,106,4.734875,-0.09999499999999983,0.125,-0.7479999999999987,62.252624999999995,-0.7161630000000159
Simple random,107,4.83425,-0.0006199999999996209,0.14375,1.1270000000000002,62.16287500000001,-0.8059130000000039
Simple random,108,4.812875,-0.021994999999999543,0.135,0.2520000000000022,62.983999999999995,0.015211999999984016
Simple random,109,4.717875,-0.1169949999999993,0.115,-1.7479999999999982,61.402875,-1.565913000000009
Simple random,110,4.80375,-0.031119999999999592,0.11125,-2.1229999999999984,62.973125,0.004336999999992486
Simple random,111,4.818499999999999,-0.016370000000000218,0.14,0.7520000000000027,62.92337499999999,-0.04541300000001769
Simple random,112,4.90275,0.0678800000000006,0.14625,1.3770000000000004,62.719125000000005,-0.2496630000000053
Simple random,113,4.921749999999999,0.08687999999999985,0.15625,2.3770000000000016,62.609125000000006,-0.35966300000000473
Simple random,114,4.864875,0.03000500000000006,0.145,1.2520000000000002,62.67274999999999,-0.2960380000000171
Simple random,115,4.921875,0.08700500000000044,0.1625,3.002000000000002,63.93625,0.9674619999999905
Simple random,116,4.763999999999999,-0.07087000000000021,0.11875,-1.3729999999999993,63.2075,0.23871199999999249
Simple random,117,4.804375,-0.030494999999999273,0.13375,0.1270000000000021,62.420750000000005,-0.5480380000000054
Simple random,118,4.809,-0.025869999999999393,0.14125,0.877,62.035,-0.933788000000014
Simple random,119,4.82325,-0.011619999999999742,0.13125,-0.12299999999999811,62.476499999999994,-0.49228800000001627
Simple random,120,4.923,0.08813000000000049,0.14875,1.6270000000000007,63.481875,0.5130869999999916
Simple random,121,4.908875,0.07400500000000054,0.14125,0.877,63.5415,0.5727119999999886
Simple random,122,4.717124999999999,-0.11774500000000021,0.13375,0.1270000000000021,61.15675,-1.8120380000000083
Simple random,123,4.822125,-0.012744999999999784,0.13625,0.37700000000000233,62.648999999999994,-0.31978800000001684
Simple random,124,4.78875,-0.04611999999999927,0.13,-0.24799999999999822,61.92100000000001,-1.0477880000000042
Simple random,125,4.8645000000000005,0.029630000000000933,0.13375,0.1270000000000021,64.115625,1.1468369999999837
Simple random,126,4.69625,-0.13861999999999952,0.11875,-1.3729999999999993,61.93150000000001,-1.0372880000000038
Simple random,127,4.912625,0.07775500000000068,0.135,0.2520000000000022,63.69649999999999,0.7277119999999826
Simple random,128,4.90325,0.06838000000000033,0.14375,1.1270000000000002,63.77675,0.8079619999999892
Simple random,129,4.809374999999999,-0.025495000000000267,0.12125,-1.1229999999999989,62.616499999999995,-0.3522880000000157
Simple random,130,4.685499999999999,-0.14937000000000022,0.10125,-3.122999999999998,62.662625000000006,-0.30616300000000507
Simple random,131,4.922000000000001,0.08713000000000104,0.1325,0.002000000000002,63.602000000000004,0.6332119999999932
Simple random,132,4.838874999999999,0.00400499999999937,0.125,-0.7479999999999987,64.280875,1.312086999999984
Simple random,133,4.8825,0.04763000000000073,0.14,0.7520000000000027,62.028499999999994,-0.9402880000000167
Simple random,134,4.8765,0.0416300000000005,0.1275,-0.49799999999999844,63.03575,0.06696199999998953
Simple random,135,4.914874999999999,0.08000499999999988,0.12625,-0.6229999999999986,63.595124999999996,0.6263369999999853
Simple random,136,4.704625,-0.1302449999999995,0.10625,-2.622999999999999,62.332875,-0.6359130000000093
Simple random,137,4.761875,-0.0729949999999997,0.1425,1.0020000000000002,61.98425,-0.9845380000000077
Simple random,138,4.845875,0.01100500000000082,0.125,-0.7479999999999987,63.197250000000004,0.22846199999999328
Simple random,139,4.862374999999999,0.02750499999999967,0.14,0.7520000000000027,62.87825000000001,-0.09053800000000223
Simple random,140,4.804625,-0.030244999999999855,0.12375,-0.8729999999999988,62.90537500000001,-0.06341300000000416
Simple random,141,4.931749999999999,0.09687999999999963,0.16125,2.8770000000000016,63.310874999999996,0.34208699999998515
Simple random,142,4.9785,0.1436300000000008,0.14625,1.3770000000000004,63.844249999999995,0.8754619999999846
Simple random,143,4.720375000000001,-0.1144949999999989,0.12125,-1.1229999999999989,62.718,-0.2507880000000071
Simple random,144,4.755,-0.07986999999999966,0.12375,-0.8729999999999988,63.445,0.47621199999998964
Simple random,145,4.78725,-0.04761999999999933,0.12125,-1.1229999999999989,62.623999999999995,-0.3447880000000154
Simple random,146,4.7928749999999996,-0.041995000000000005,0.12,-1.247999999999999,62.705749999999995,-0.26303800000001587
Simple random,147,4.787,-0.047869999999999635,0.14875,1.6270000000000007,63.105125,0.13633699999999038
Simple random,148,4.863375,0.028505000000000003,0.155,2.252000000000001,62.11487499999999,-0.8539130000000199
Simple random,149,4.847499999999999,0.012629999999999697,0.145,1.2520000000000002,63.194375,0.2255869999999902
Simple random,150,4.712875,-0.12199499999999919,0.12375,-0.8729999999999988,62.974,0.005211999999986006
Simple random,151,4.860499999999999,0.025629999999999598,0.1475,1.5020000000000007,62.84287500000001,-0.12591300000000416
Simple random,152,4.828125,-0.006744999999999557,0.13,-0.24799999999999822,63.040499999999994,0.07171199999998379
Simple random,153,4.7825,-0.052369999999999806,0.11875,-1.3729999999999993,62.618625,-0.3501630000000091
Simple random,154,4.746124999999999,-0.0887450000000003,0.1225,-0.9979999999999989,62.23587499999999,-0.7329130000000177
Simple random,155,4.9165,0.08163000000000054,0.14875,1.6270000000000007,63.56174999999999,0.5929619999999787
Simple random,156,4.81975,-0.015119999999999578,0.14375,1.1270000000000002,63.398875,0.4300869999999861
Simple random,157,4.922375,0.08750500000000017,0.1525,2.002000000000001,63.165875,0.19708699999998913
Simple random,158,4.92425,0.08938000000000024,0.145,1.2520000000000002,63.181999999999995,0.21321199999998441
Simple random,159,4.922875,0.08800500000000078,0.1375,0.5020000000000024,63.656625000000005,0.6878369999999947
Simple random,160,4.815125,-0.019744999999999457,0.12,-1.247999999999999,62.66825000000001,-0.3005380000000031
Simple random,161,4.849500000000001,0.014630000000001253,0.1425,1.0020000000000002,63.54275,0.5739619999999874
Simple random,162,4.775,-0.0598699999999992,0.11875,-1.3729999999999993,62.4895,-0.47928800000001104
Simple random,163,4.877750000000001,0.04288000000000114,0.13875,0.6270000000000026,62.1575,-0.8112880000000118
Simple random,164,4.812250000000001,-0.022619999999998974,0.10875,-2.372999999999999,62.07612499999999,-0.8926630000000202
Simple random,165,4.9517500000000005,0.11688000000000098,0.15125,1.877000000000001,64.07575000000001,1.1069620000000029
Simple random,166,4.7035,-0.13136999999999954,0.11375,-1.8729999999999982,63.538500000000006,0.5697119999999956
Simple random,167,4.685625,-0.14924499999999963,0.12,-1.247999999999999,62.910625,-0.058163000000007514
Simple random,168,4.772625,-0.062244999999999884,0.10625,-2.622999999999999,62.57962500000001,-0.3891630000000035
Simple random,169,4.852250000000001,0.01738000000000106,0.13125,-0.12299999999999811,63.846000000000004,0.877211999999993
Simple random,170,4.808125,-0.02674499999999913,0.13875,0.6270000000000026,62.697250000000004,-0.2715380000000067
Simple random,171,4.814875,-0.019994999999999763,0.125,-0.7479999999999987,63.07875,0.10996199999998879
Simple random,172,4.75725,-0.07761999999999958,0.12375,-0.8729999999999988,62.138875,-0.8299130000000119
Simple random,173,4.9885,0.1536300000000006,0.1425,1.0020000000000002,63.264624999999995,0.2958369999999846
Simple random,174,4.757,-0.07786999999999988,0.1225,-0.9979999999999989,61.937749999999994,-1.0310380000000166
Simple random,175,4.8525,0.01763000000000048,0.135,0.2520000000000022,62.840125,-0.12866300000001019
Simple random,176,4.750375,-0.08449499999999954,0.1325,0.002000000000002,62.518625000000014,-0.4501629999999963
Simple random,177,4.763,-0.07186999999999966,0.11875,-1.3729999999999993,63.717375000000004,0.7485869999999935
Simple random,178,4.8161249999999995,-0.01874500000000001,0.12,-1.247999999999999,63.594875,0.6260869999999912
Simple random,179,4.865875,0.031005000000000393,0.12625,-0.6229999999999986,63.796125,0.8273369999999929
Simple random,180,4.746125,-0.08874499999999941,0.12,-1.247999999999999,62.66775,-0.3010380000000126
Simple random,181,4.854749999999999,0.019879999999999676,0.12875,-0.37299999999999833,62.75825,-0.21053800000001388
Simple random,182,4.731625,-0.10324499999999937,0.13375,0.1270000000000021,60.851000000000006,-2.1177880000000044
Simple random,183,4.903375,0.06850500000000004,0.1425,1.0020000000000002,62.934625,-0.03416300000001371
Simple random,184,4.86225,0.027380000000000848,0.1375,0.5020000000000024,63.315875000000005,0.3470869999999948
Simple random,185,4.853,0.0181300000000002,0.13625,0.37700000000000233,63.3375,0.36871199999998794
Simple random,186,4.851375,0.016505000000000436,0.14125,0.877,62.720875,-0.24791300000001115
Simple random,187,4.95625,0.12138000000000027,0.15125,1.877000000000001,63.158500000000004,0.189711999999993
Simple random,188,4.957625,0.12275500000000061,0.1425,1.0020000000000002,64.061,1.0922119999999964
Simple random,189,4.71375,-0.12111999999999945,0.11875,-1.3729999999999993,62.526125,-0.44266300000001024
Simple random,190,4.82775,-0.007119999999999571,0.11625,-1.622999999999998,63.04325,0.07446199999998981
Simple random,191,4.792624999999999,-0.04224500000000031,0.13125,-0.12299999999999811,63.18475,0.21596199999999044
Simple random,192,4.718500000000001,-0.11636999999999897,0.12875,-0.37299999999999833,61.859875,-1.1089130000000083
Simple random,193,4.886125,0.05125500000000027,0.135,0.2520000000000022,62.7905,-0.1782880000000091
Simple random,194,4.791,-0.04386999999999919,0.12125,-1.1229999999999989,62.892250000000004,-0.07653800000000643
Simple random,195,4.842625,0.0077550000000004005,0.12125,-1.1229999999999989,61.66875,-1.3000380000000078
Simple random,196,4.82275,-0.012119999999999465,0.1325,0.002000000000002,62.953875,-0.014913000000014165
Simple random,197,4.943875,0.10900500000000068,0.155,2.252000000000001,62.908375,-0.06041300000001115
Simple random,198,4.937875,0.10300500000000046,0.1475,1.5020000000000007,63.841750000000005,0.872961999999994
Simple random,199,4.736625,-0.09824499999999947,0.1325,0.002000000000002,62.899875,-0.0689130000000091
Simple random,200,4.832375,-0.002494999999999692,0.1425,1.0020000000000002,62.79975,-0.16903800000000757
Simple random,201,4.835375,0.0005050000000004218,0.125,-0.7479999999999987,62.02075000000001,-0.9480380000000039
Simple random,202,4.905125,0.0702550000000004,0.145,1.2520000000000002,62.656499999999994,-0.31228800000001655
Simple random,203,4.813375,-0.02149499999999982,0.1225,-0.9979999999999989,62.12237499999999,-0.8464130000000196
Simple random,204,4.823375,-0.011494999999999145,0.11625,-1.622999999999998,62.864,-0.10478800000001343
Simple random,205,4.84725,0.01238000000000028,0.14875,1.6270000000000007,63.049875,0.08108699999998947
Simple random,206,4.880125,0.045255000000000045,0.14375,1.1270000000000002,63.811875,0.8430869999999899
Simple random,207,4.85125,0.016380000000000727,0.1425,1.0020000000000002,62.772124999999996,-0.19666300000001513
Simple random,208,4.840125,0.00525500000000001,0.13625,0.37700000000000233,63.636375,0.6675869999999904
Simple random,209,4.860375,0.025505000000000777,0.13375,0.1270000000000021,62.836000000000006,-0.132788000000005
Simple random,210,4.866125,0.0312550000000007,0.125,-0.7479999999999987,63.12762500000001,0.15883699999999834
Simple random,211,4.76975,-0.0651199999999994,0.1425,1.0020000000000002,62.799875,-0.16891300000001053
Simple random,212,5.048625,0.2137550000000008,0.165,3.252000000000002,64.25399999999999,1.28521199999998
Simple random,213,4.87125,0.0363800000000003,0.125,-0.7479999999999987,63.26975,0.3009619999999913
Simple random,214,4.851875,0.01700500000000016,0.1325,0.002000000000002,63.6435,0.6747119999999924
Simple random,215,4.781625,-0.05324499999999954,0.12625,-0.6229999999999986,61.81575,-1.1530380000000093
Simple random,216,4.9624999999999995,0.1276299999999999,0.13625,0.37700000000000233,62.66025,-0.30853800000001286
Simple random,217,4.77775,-0.057119999999999393,0.1175,-1.4979999999999993,63.440625,0.4718369999999865
Simple random,218,4.826499999999999,-0.00837000000000021,0.14625,1.3770000000000004,63.256750000000004,0.28796199999999317
Simple random,219,4.857749999999999,0.02287999999999979,0.1175,-1.4979999999999993,63.253125,0.2843369999999865
Simple random,220,4.820374999999999,-0.014495000000000147,0.12,-1.247999999999999,63.6605,0.6917119999999883
Simple random,221,4.918875,0.08400500000000033,0.14,0.7520000000000027,62.421375,-0.547413000000013
Simple random,222,4.808625,-0.026244999999999408,0.11625,-1.622999999999998,63.90225,0.9334619999999916
Simple random,223,4.732875,-0.10199499999999961,0.10125,-3.122999999999998,62.717749999999995,-0.2510380000000154
Simple random,224,4.70125,-0.13361999999999963,0.11,-2.2479999999999984,62.50425,-0.46453800000001166
Simple random,225,5.01225,0.17738000000000032,0.17,3.7520000000000024,63.549,0.5802119999999888
Simple random,226,4.83875,0.0038800000000005497,0.12,-1.247999999999999,63.931125,0.9623369999999909
Simple random,227,4.972875,0.1380050000000006,0.16125,2.8770000000000016,63.136875,0.16808699999999277
Simple random,228,4.866125,0.0312550000000007,0.145,1.2520000000000002,63.330124999999995,0.3613369999999847
Simple random,229,4.859,0.02413000000000043,0.14125,0.877,63.462875000000004,0.4940869999999933
Simple random,230,4.7379999999999995,-0.09687000000000001,0.11,-2.2479999999999984,62.31575,-0.6530380000000093
Simple random,231,4.839124999999999,0.004254999999999676,0.13375,0.1270000000000021,62.79475,-0.17403800000001013
Simple random,232,4.909875,0.07500500000000088,0.12375,-0.8729999999999988,63.869625,0.9008369999999886
Simple random,233,4.726625,-0.10824499999999926,0.1175,-1.4979999999999993,61.90299999999999,-1.065788000000019
Simple random,234,4.91725,0.08238000000000056,0.13,-0.24799999999999822,63.263000000000005,0.2942119999999946
Simple random,235,4.936625,0.1017550000000007,0.13125,-0.12299999999999811,63.71450000000001,0.7457119999999975
Simple random,236,4.848249999999999,0.013379999999999725,0.11875,-1.3729999999999993,63.351749999999996,0.3829619999999849
Simple random,237,4.746625,-0.08824499999999968,0.125,-0.7479999999999987,62.51275,-0.4560380000000137
Simple random,238,4.84375,0.008880000000000443,0.12,-1.247999999999999,63.65625000000001,0.6874619999999965
Simple random,239,4.793375,-0.041494999999999393,0.13125,-0.12299999999999811,61.983374999999995,-0.9854130000000154
Simple random,240,4.93875,0.1038800000000002,0.13625,0.37700000000000233,63.34325,0.37446199999998697
Simple random,241,4.755,-0.07986999999999966,0.12375,-0.8729999999999988,62.93925,-0.02953800000000939
Simple random,242,4.81475,-0.02011999999999947,0.13125,-0.12299999999999811,62.622375000000005,-0.3464130000000054
Simple random,243,4.8945,0.059630000000000294,0.14,0.7520000000000027,62.468374999999995,-0.500413000000016
Simple random,244,4.825500000000001,-0.009369999999998768,0.12375,-0.8729999999999988,62.378375,-0.5904130000000123
Simple random,245,4.942875,0.10800500000000035,0.15125,1.877000000000001,63.335499999999996,0.3667119999999855
Simple random,246,4.892250000000001,0.0573800000000011,0.14,0.7520000000000027,63.515625,0.5468369999999894
Simple random,247,4.9521250000000006,0.117255000000001,0.13375,0.1270000000000021,63.615125000000006,0.6463369999999955
Simple random,248,4.9675,0.1326300000000007,0.1325,0.002000000000002,63.082750000000004,0.11396199999999368
Simple random,249,4.7642500000000005,-0.07061999999999902,0.12125,-1.1229999999999989,62.523625,-0.44516300000000797
Simple random,250,4.947875,0.11300500000000024,0.15375,2.127000000000001,63.744625,0.7758369999999886
Simple random,251,4.897125,0.06225500000000039,0.14,0.7520000000000027,63.933125,0.9643369999999862
Simple random,252,4.79775,-0.03711999999999982,0.125,-0.7479999999999987,62.499375,-0.46941300000001007
Simple random,253,4.8077499999999995,-0.027120000000000033,0.1375,0.5020000000000024,62.33949999999999,-0.6292880000000238
Simple random,254,4.9083749999999995,0.07350499999999993,0.1375,0.5020000000000024,64.444875,1.4760869999999855
Simple random,255,4.88725,0.052380000000000315,0.14625,1.3770000000000004,63.401624999999996,0.43283699999998504
Simple random,256,4.859125000000001,0.024255000000001026,0.12875,-0.37299999999999833,63.854625000000006,0.8858369999999951
Simple random,257,4.71925,-0.11561999999999983,0.0925,-3.997999999999999,61.95112499999999,-1.0176630000000202
Simple random,258,4.7475,-0.08736999999999995,0.145,1.2520000000000002,61.778375,-1.1904130000000137
Simple random,259,4.821375000000001,-0.013494999999998925,0.135,0.2520000000000022,62.5005,-0.46828800000000825
Simple random,260,4.9855,0.15063000000000049,0.13625,0.37700000000000233,63.54362499999999,0.574836999999981
Simple random,261,4.82775,-0.007119999999999571,0.13625,0.37700000000000233,63.235375,0.26658699999998703
Simple random,262,4.785875,-0.04899499999999968,0.12375,-0.8729999999999988,62.4435,-0.5252880000000104
Simple random,263,4.80475,-0.03011999999999926,0.115,-1.7479999999999982,62.17274999999999,-0.7960380000000171
Simple random,264,4.86925,0.03438000000000052,0.12625,-0.6229999999999986,62.683375,-0.2854130000000126
Simple random,265,4.858125,0.023255000000000692,0.13,-0.24799999999999822,62.826750000000004,-0.14203800000000655
Simple random,266,4.7535,-0.08136999999999972,0.12125,-1.1229999999999989,62.4445,-0.5242880000000127
